Misty Knight|Luke Cage|Luke went to Misty go get police protection for The Defender's close friends
Misty Knight|Danny Rand|Danny paid for Misty's medical care, and possibly a replacement arm too
Misty Knight|Malcolm Ducasse|Malcolm met Misty while in police protection at the 29th Precinct
Misty Knight|Foggy Nelson|Foggy met Misty while in police protection at the 29th Precinct
Misty Knight|Colleen Wing|Colleen and Misty worked together to destroy Midland Circle
Colleen Wing|Matt Murdock|Matt instructed Colleen to prepare the explosives to destroy Midland Circle
Colleen Wing|Jessica Jones|Colleen and Jessica met in Midland Circle to stop The Hand
Colleen Wing|Luke Cage|Luke met Colleen at her dojo when being introduced to Danny Rand, the Immortal Iron Fist, protector of K'un-Lun, and sworn enemy of The Hand
Colleen Wing|Danny Rand|Danny and Colleen hunted down members of The Hand together
Colleen Wing|Malcolm Ducasse|Colleen and Malcolm met in police protection at the 29th Precinct
Colleen Wing|Foggy Nelson|Colleen and Foggy met in police protection at the 29th Precinct
Foggy Nelson|Matt Murdock|Foggy met Matt for a drink at Josie's bar, and offered him cases to keep him too busy for vigilante work
Foggy Nelson|Malcolm Ducasse|Foggy and Malcolm met in police protection at the 29th Precinct
Malcolm Ducasse|Jessica Jones|Malcolm works for Jessica at Alias Investigations
Danny Rand|Matt Murdock|Danny Rand, The Immortal Iron Fist, protector of K'un-Lun and sworn enemy of The Hand fought alongside Matt against The Hand
Danny Rand|Jessica Jones|Danny Rand, The Immortal Iron Fist, protector of K'un-Lun and sworn enemy of The Hand fought alongside Jessica against The Hand
Danny Rand|Luke Cage|Danny Rand, The Immortal Iron Fist, protector of K'un-Lun and sworn enemy of The Hand punched Luke in the face
Luke Cage|Matt Murdock|Luke and Matt fought against The Hand together
Luke Cage|Jessica Jones|Jessica and Luke fought against The Hand together
Jessica Jones|Matt Murdock|Jessica and Matt fought together against The Hand
