Clint Barton|T'Challa|They fight each other during the Airport Battle
Clint Barton|Vision|Vision attempts to stop Barton from breaking Maximoff out of the New Avengers Base
Clint Barton|Wanda Maximoff|Barton breaks Maximoff out of the New Avengers Base and recruits her into Steve Roger's team
Clint Barton|Scott Lang|They work together to fight off Tony Stark's team during the Airport Battle
Clint Barton|Peter Parker|They fight each other during the Airport Battle
T'Challa|Vision|They work together in an attempt to arrest Steve Rogers's team during the Airport Battle
T'Challa|Wanda Maximoff|They fight each other during the Airport Battle
T'Challa|Scott Lang|They fight each other during the Airpor Battle
T'Challa|Sharon Carter|Carter processes T'Challa in Berlin
T'Challa|Peter Parker|They work together in an attempt to arrest Steve Rogers's team during the Airport Battle
T'Challa|Helmut Zemo|T'Challa stops Zemo from comitting suicide
T'Challa|Everett K. Ross|Everett Ross processes T'Challa in Berlin
T'Challa|T'Chaka|They speak to each other at the Signing of the UN Accords
T'Challa|Ayo|T'Challa orders Ayo to stand down during her confrontation with Natasha Romanoff in Berlin
Vision|Wanda Maximoff|They fight each other when Clint Barton breaks Maximoff out of the New Avengers Base
Vision|Scott Lang|The fight each other during the Airport Battle
Vision|Peter Parker|They work together in an attempt to arrest Steve Rogers's team during the Airport Battle
Vision|Thaddeus Ross|Ross introduces the Sokovia Accords to Vision
Wanda Maximoff|Scott Lang|They work together to fight off Tony Stark's team during the Airport Battle
Wanda Maximoff|Peter Parker|They fight each other during the Airport Battle
Wanda Maximoff|Brock Rumlow|Maximoff attempts to stop him from exploding in Lagos
Wanda Maximoff|Thaddeus Ross|Ross introduces the Sokovia Accords to Maximoff
Scott Lang|Peter Parker|They fight each other during the Airport Battle
Sharon Carter|Everett K. Ross|They work together to enforce the Accords in Berlin
Peter Parker|Aunt May|Peter Parker lives with Aunt May
Helmut Zemo|Everett K. Ross|Everett Ross processes Zemo after Zemo is arrested
Helmut Zemo|Vasily Karpov|Zemo kills Karpov in Cleveland
Helmut Zemo|Theo Broussard|Zemo kills Broussard in Berlin
Howard Stark|Maria Stark|They are married to each other
Miriam Sharpe|Charlie Sharpe|Miriam Sharpe was Charlie Sharpe's mother
